state,art_form,tourist_visits,month,year,region,funding_received,latitude,longitude
Meghalaya,Nongkrem Dance,23059,12,2020,Northeast,48788,25.467,91.3662
Mizoram,Cheraw Dance,13363,12,2020,Northeast,13443,23.1645,92.9376
Nagaland,Wood Carving,14466,12,2020,Northeast,29228,26.1584,94.5624
Odisha,Odissi Dance,49982,12,2020,East,62189,20.9517,85.0985
Punjab,Jutti Making,54704,12,2020,North,121257,31.1471,75.3412
Rajasthan,Blue Pottery,132347,12,2020,North,190537,27.0238,74.2179
Sikkim,Mask Dance,29430,12,2020,Northeast,34272,27.533,88.5122
Tamil Nadu,Bharatanatyam,116980,12,2020,South,107452,11.1271,78.6569
Telangana,Perini Shivatandavam,120766,12,2020,South,105198,18.1124,79.0193
Tripura,Hojagiri Dance,27637,12,2020,Northeast,44563,23.9408,91.9882
Uttar Pradesh,Kathak Dance,124508,12,2020,North,110783,26.8467,80.9462
Uttarakhand,Aipan Art,78204,12,2020,North,187092,30.0668,79.0193
West Bengal,Durga Puja Art,53598,12,2020,East,24339,22.9868,87.855
Delhi,Kathak Dance,160729,12,2020,North,429396,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,95562,12,2020,North,103499,33.7782,76.5762
Lakshadweep,Coral Craft,100594,12,2020,South,184583,10.5667,72.6417
Andhra Pradesh,Kuchipudi,130301,1,2021,South,264092,15.9129,79.74
Arunachal Pradesh,Monpa Mask,28454,1,2021,Northeast,40760,28.218,94.7278
Assam,Assam Silk Weaving,19133,1,2021,Northeast,30371,26.2006,92.9376
Bihar,Sujni Embroidery,52466,1,2021,East,42767,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,27795,1,2021,Central,22616,21.2787,81.8661
Goa,Goan Lacework,68731,1,2021,West,94279,15.2993,74.124
Gujarat,Garba,60834,1,2021,West,76062,22.2587,71.1924
Haryana,Embroidery Craft,71678,1,2021,North,64439,29.0588,76.0856
Himachal Pradesh,Kangra Painting,69954,1,2021,North,59516,31.1048,77.1734
Jharkhand,Sohrai Painting,47069,1,2021,East,89951,23.6102,85.2799
Karnataka,Yakshagana,169378,1,2021,South,379487,15.3173,75.7139
Kerala,Mohiniyattam,87436,1,2021,South,164158,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,52980,1,2021,Central,87273,23.4733,77.947
Maharashtra,Warli Painting,70856,1,2021,West,118771,19.7515,75.7139
Manipur,Phanek Weaving,35750,1,2021,Northeast,29090,24.6637,93.9063
Meghalaya,Nongkrem Dance,42616,1,2021,Northeast,47237,25.467,91.3662
Mizoram,Mizo Bamboo Dance,17516,1,2021,Northeast,9441,23.1645,92.9376
Nagaland,Hornbill Festival Dances,51883,1,2021,Northeast,69336,26.1584,94.5624
Odisha,Applique Work,58607,1,2021,East,46878,20.9517,85.0985
Punjab,Bhangra,62155,1,2021,North,114908,31.1471,75.3412
Rajasthan,Miniature Painting,69449,1,2021,North,86512,27.0238,74.2179
Sikkim,Mask Dance,50413,1,2021,Northeast,72623,27.533,88.5122
Tamil Nadu,Bharatanatyam,176984,1,2021,South,426600,11.1271,78.6569
Telangana,Nirmal Paintings,99023,1,2021,South,82580,18.1124,79.0193
Tripura,Risa Textile Weaving,15524,1,2021,Northeast,31819,23.9408,91.9882
Uttar Pradesh,Kathak Dance,90353,1,2021,North,119229,26.8467,80.9462
Uttarakhand,Ringal Craft,47595,1,2021,North,89625,30.0668,79.0193
West Bengal,Kantha Stitch,62549,1,2021,East,126912,22.9868,87.855
Delhi,Zardozi Work,52711,1,2021,North,79299,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,30328,1,2021,North,35328,33.7782,76.5762
Lakshadweep,Shell Craft,45894,1,2021,South,67117,10.5667,72.6417
Andhra Pradesh,Budithi Brass Craft,80528,2,2021,South,40160,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,36185,2,2021,Northeast,21471,28.218,94.7278
Assam,Bihu Dance,36115,2,2021,Northeast,41520,26.2006,92.9376
Bihar,Manjusha Art,30824,2,2021,East,38527,25.0961,85.3131
Chhattisgarh,Godna Art,62305,2,2021,Central,36335,21.2787,81.8661
Goa,Goan Lacework,106767,2,2021,West,72956,15.2993,74.124
Gujarat,Garba,78032,2,2021,West,48819,22.2587,71.1924
Haryana,Phag Dance,35614,2,2021,North,52513,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,39779,2,2021,North,40724,31.1048,77.1734
Jharkhand,Chhau Dance,26223,2,2021,East,57643,23.6102,85.2799
Karnataka,Yakshagana,148272,2,2021,South,165556,15.3173,75.7139
Kerala,Kathakali,98142,2,2021,South,173922,10.8505,76.2711
Madhya Pradesh,Gond Art,36656,2,2021,Central,39261,23.4733,77.947
Maharashtra,Paithani Sarees,86434,2,2021,West,48946,19.7515,75.7139
Manipur,Phanek Weaving,25766,2,2021,Northeast,45468,24.6637,93.9063
Meghalaya,Garo Wangala Dance,22779,2,2021,Northeast,45811,25.467,91.3662
Mizoram,Puanchei Textiles,25118,2,2021,Northeast,40136,23.1645,92.9376
Nagaland,Naga Shawl Weaving,36060,2,2021,Northeast,50577,26.1584,94.5624
Odisha,Odissi Dance,50149,2,2021,East,74731,20.9517,85.0985
Punjab,Jutti Making,63284,2,2021,North,43417,31.1471,75.3412
Rajasthan,Miniature Painting,37148,2,2021,North,50263,27.0238,74.2179
Sikkim,Thangka Painting,75704,2,2021,Northeast,124193,27.533,88.5122
Tamil Nadu,Tanjore Painting,132711,2,2021,South,249588,11.1271,78.6569
Telangana,Nirmal Paintings,89192,2,2021,South,168948,18.1124,79.0193
Tripura,Risa Textile Weaving,40060,2,2021,Northeast,84812,23.9408,91.9882
Uttar Pradesh,Kathak Dance,82304,2,2021,North,79901,26.8467,80.9462
Uttarakhand,Aipan Art,56203,2,2021,North,109395,30.0668,79.0193
West Bengal,Durga Puja Art,132765,2,2021,East,101636,22.9868,87.855
Delhi,Zardozi Work,99198,2,2021,North,137091,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,29898,2,2021,North,29423,33.7782,76.5762
Lakshadweep,Coral Craft,71739,2,2021,South,103493,10.5667,72.6417
Andhra Pradesh,Kuchipudi,69217,3,2021,South,70267,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,44000,3,2021,Northeast,41968,28.218,94.7278
Assam,Bihu Dance,39990,3,2021,Northeast,58056,26.2006,92.9376
Bihar,Madhubani Painting,76841,3,2021,East,150250,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,24370,3,2021,Central,11833,21.2787,81.8661
Goa,Fugdi Dance,82039,3,2021,West,86296,15.2993,74.124
Gujarat,Garba,48279,3,2021,West,27405,22.2587,71.1924
Haryana,Phag Dance,66132,3,2021,North,70199,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,40712,3,2021,North,34888,31.1048,77.1734
Jharkhand,Dokra Metal Craft,48741,3,2021,East,62087,23.6102,85.2799
Karnataka,Yakshagana,139288,3,2021,South,163043,15.3173,75.7139
Kerala,Kathakali,68984,3,2021,South,66876,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,46264,3,2021,Central,78672,23.4733,77.947
Maharashtra,Paithani Sarees,73635,3,2021,West,126077,19.7515,75.7139
Manipur,Phanek Weaving,30184,3,2021,Northeast,62046,24.6637,93.9063
Meghalaya,Nongkrem Dance,35164,3,2021,Northeast,43195,25.467,91.3662
Mizoram,Puanchei Textiles,40928,3,2021,Northeast,27112,23.1645,92.9376
Nagaland,Naga Shawl Weaving,40873,3,2021,Northeast,54450,26.1584,94.5624
Odisha,Applique Work,75602,3,2021,East,60157,20.9517,85.0985
Punjab,Phulkari Embroidery,37125,3,2021,North,53141,31.1471,75.3412
Rajasthan,Miniature Painting,116722,3,2021,North,124821,27.0238,74.2179
Sikkim,Thangka Painting,33663,3,2021,Northeast,28192,27.533,88.5122
Tamil Nadu,Tanjore Painting,120144,3,2021,South,152516,11.1271,78.6569
Telangana,Nirmal Paintings,47656,3,2021,South,84133,18.1124,79.0193
Tripura,Hojagiri Dance,33274,3,2021,Northeast,23915,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,130878,3,2021,North,85148,26.8467,80.9462
Uttarakhand,Ringal Craft,93026,3,2021,North,163608,30.0668,79.0193
West Bengal,Durga Puja Art,124335,3,2021,East,107849,22.9868,87.855
Delhi,Zardozi Work,110097,3,2021,North,190925,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,69500,3,2021,North,87232,33.7782,76.5762
Lakshadweep,Parichakali,76543,3,2021,South,145047,10.5667,72.6417
Andhra Pradesh,Budithi Brass Craft,74541,4,2021,South,120351,15.9129,79.74
Arunachal Pradesh,Monpa Mask,75366,4,2021,Northeast,115784,28.218,94.7278
Assam,Sattriya Dance,57159,4,2021,Northeast,36416,26.2006,92.9376
Bihar,Sujni Embroidery,53829,4,2021,East,68082,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,37862,4,2021,Central,60351,21.2787,81.8661
Goa,Fugdi Dance,33587,4,2021,West,39324,15.2993,74.124
Gujarat,Garba,58820,4,2021,West,57540,22.2587,71.1924
Haryana,Phag Dance,86158,4,2021,North,131154,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,107046,4,2021,North,119696,31.1048,77.1734
Jharkhand,Chhau Dance,23472,4,2021,East,21177,23.6102,85.2799
Karnataka,Bidri Ware,89284,4,2021,South,47484,15.3173,75.7139
Kerala,Mohiniyattam,53060,4,2021,South,116135,10.8505,76.2711
Madhya Pradesh,Gond Art,55026,4,2021,Central,86044,23.4733,77.947
Maharashtra,Warli Painting,65432,4,2021,West,87076,19.7515,75.7139
Manipur,Longpi Pottery,62266,4,2021,Northeast,38760,24.6637,93.9063
Meghalaya,Garo Wangala Dance,68790,4,2021,Northeast,60091,25.467,91.3662
Mizoram,Cheraw Dance,60737,4,2021,Northeast,144603,23.1645,92.9376
Nagaland,Naga Shawl Weaving,29501,4,2021,Northeast,16231,26.1584,94.5624
Odisha,Applique Work,75634,4,2021,East,107512,20.9517,85.0985
Punjab,Bhangra,81412,4,2021,North,39508,31.1471,75.3412
Rajasthan,Ghoomar Dance,104398,4,2021,North,125651,27.0238,74.2179
Sikkim,Thangka Painting,46464,4,2021,Northeast,32144,27.533,88.5122
Tamil Nadu,Tanjore Painting,84276,4,2021,South,82625,11.1271,78.6569
Telangana,Nirmal Paintings,74769,4,2021,South,89947,18.1124,79.0193
Tripura,Hojagiri Dance,48515,4,2021,Northeast,35564,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,125896,4,2021,North,170240,26.8467,80.9462
Uttarakhand,Choliya Dance,76984,4,2021,North,36152,30.0668,79.0193
West Bengal,Durga Puja Art,55980,4,2021,East,28791,22.9868,87.855
Delhi,Kathak Dance,125578,4,2021,North,190265,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,69283,4,2021,North,51891,33.7782,76.5762
Lakshadweep,Coral Craft,60222,4,2021,South,93910,10.5667,72.6417
Andhra Pradesh,Budithi Brass Craft,68433,5,2021,South,97625,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,51585,5,2021,Northeast,63691,28.218,94.7278
Assam,Assam Silk Weaving,76190,5,2021,Northeast,76323,26.2006,92.9376
Bihar,Madhubani Painting,41711,5,2021,East,44494,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,34950,5,2021,Central,21469,21.2787,81.8661
Goa,Goan Lacework,34109,5,2021,West,33144,15.2993,74.124
Gujarat,Patola Weaving,21144,5,2021,West,28799,22.2587,71.1924
Haryana,Embroidery Craft,38259,5,2021,North,44263,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,95912,5,2021,North,100438,31.1048,77.1734
Jharkhand,Dokra Metal Craft,47504,5,2021,East,66069,23.6102,85.2799
Karnataka,Mysore Painting,75784,5,2021,South,94510,15.3173,75.7139
Kerala,Aranmula Kannadi,79090,5,2021,South,166738,10.8505,76.2711
Madhya Pradesh,Gond Art,41562,5,2021,Central,52874,23.4733,77.947
Maharashtra,Paithani Sarees,111135,5,2021,West,143161,19.7515,75.7139
Manipur,Manipuri Dance,72301,5,2021,Northeast,177125,24.6637,93.9063
Meghalaya,Nongkrem Dance,95208,5,2021,Northeast,91145,25.467,91.3662
Mizoram,Cheraw Dance,34420,5,2021,Northeast,47940,23.1645,92.9376
Nagaland,Naga Shawl Weaving,59481,5,2021,Northeast,100001,26.1584,94.5624
Odisha,Applique Work,59958,5,2021,East,64876,20.9517,85.0985
Punjab,Jutti Making,100272,5,2021,North,159495,31.1471,75.3412
Rajasthan,Miniature Painting,82485,5,2021,North,179517,27.0238,74.2179
Sikkim,Mask Dance,81088,5,2021,Northeast,43335,27.533,88.5122
Tamil Nadu,Stone Carving,116243,5,2021,South,156950,11.1271,78.6569
Telangana,Perini Shivatandavam,42924,5,2021,South,34859,18.1124,79.0193
Tripura,Bamboo Craft,64094,5,2021,Northeast,64102,23.9408,91.9882
Uttar Pradesh,Kathak Dance,88521,5,2021,North,93789,26.8467,80.9462
Uttarakhand,Choliya Dance,58569,5,2021,North,28548,30.0668,79.0193
West Bengal,Kantha Stitch,31149,5,2021,East,57860,22.9868,87.855
Delhi,Meenakari Craft,143824,5,2021,North,212541,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,74956,5,2021,North,146796,33.7782,76.5762
Lakshadweep,Coral Craft,31554,5,2021,South,28251,10.5667,72.6417
Andhra Pradesh,Kuchipudi,59359,6,2021,South,88795,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,60911,6,2021,Northeast,135357,28.218,94.7278
Assam,Assam Silk Weaving,47099,6,2021,Northeast,58099,26.2006,92.9376
Bihar,Manjusha Art,31512,6,2021,East,44973,25.0961,85.3131
Chhattisgarh,Godna Art,30666,6,2021,Central,42286,21.2787,81.8661
Goa,Goan Lacework,39127,6,2021,West,46223,15.2993,74.124
Gujarat,Rogan Art,57927,6,2021,West,40358,22.2587,71.1924
Haryana,Phag Dance,48636,6,2021,North,85998,29.0588,76.0856
Himachal Pradesh,Kangra Painting,117520,6,2021,North,114677,31.1048,77.1734
Jharkhand,Dokra Metal Craft,35496,6,2021,East,53096,23.6102,85.2799
Karnataka,Yakshagana,61613,6,2021,South,93449,15.3173,75.7139
Kerala,Kathakali,25339,6,2021,South,21775,10.8505,76.2711
Madhya Pradesh,Bagh Print,15843,6,2021,Central,32048,23.4733,77.947
Maharashtra,Paithani Sarees,59255,6,2021,West,76975,19.7515,75.7139
Manipur,Longpi Pottery,60062,6,2021,Northeast,148833,24.6637,93.9063
Meghalaya,Nongkrem Dance,42157,6,2021,Northeast,49491,25.467,91.3662
Mizoram,Puanchei Textiles,81621,6,2021,Northeast,133635,23.1645,92.9376
Nagaland,Naga Shawl Weaving,55253,6,2021,Northeast,71866,26.1584,94.5624
Odisha,Applique Work,26425,6,2021,East,38020,20.9517,85.0985
Punjab,Bhangra,77128,6,2021,North,69478,31.1471,75.3412
Rajasthan,Blue Pottery,130587,6,2021,North,158703,27.0238,74.2179
Sikkim,Thangka Painting,74054,6,2021,Northeast,192776,27.533,88.5122
Tamil Nadu,Bharatanatyam,48799,6,2021,South,97135,11.1271,78.6569
Telangana,Nirmal Paintings,56707,6,2021,South,32985,18.1124,79.0193
Tripura,Hojagiri Dance,65028,6,2021,Northeast,88282,23.9408,91.9882
Uttar Pradesh,Chikankari,156903,6,2021,North,145639,26.8467,80.9462
Uttarakhand,Choliya Dance,111090,6,2021,North,53980,30.0668,79.0193
West Bengal,Patachitra,20840,6,2021,East,26797,22.9868,87.855
Delhi,Meenakari Craft,83571,6,2021,North,84666,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,82163,6,2021,North,77647,33.7782,76.5762
Lakshadweep,Shell Craft,53743,6,2021,South,34784,10.5667,72.6417
Andhra Pradesh,Kuchipudi,93259,7,2021,South,48405,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,65612,7,2021,Northeast,96714,28.218,94.7278
Assam,Assam Silk Weaving,73451,7,2021,Northeast,138666,26.2006,92.9376
Bihar,Sujni Embroidery,19714,7,2021,East,28664,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,24705,7,2021,Central,26677,21.2787,81.8661
Goa,Fugdi Dance,51385,7,2021,West,28629,15.2993,74.124
Gujarat,Rogan Art,30544,7,2021,West,38292,22.2587,71.1924
Haryana,Phag Dance,47136,7,2021,North,76149,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,47955,7,2021,North,32464,31.1048,77.1734
Jharkhand,Chhau Dance,38976,7,2021,East,32560,23.6102,85.2799
Karnataka,Mysore Painting,58655,7,2021,South,31078,15.3173,75.7139
Kerala,Aranmula Kannadi,90157,7,2021,South,116493,10.8505,76.2711
Madhya Pradesh,Gond Art,44055,7,2021,Central,50844,23.4733,77.947
Maharashtra,Paithani Sarees,98059,7,2021,West,260227,19.7515,75.7139
Manipur,Longpi Pottery,41818,7,2021,Northeast,40070,24.6637,93.9063
Meghalaya,Bamboo Craft,65439,7,2021,Northeast,95235,25.467,91.3662
Mizoram,Puanchei Textiles,28566,7,2021,Northeast,47263,23.1645,92.9376
Nagaland,Naga Shawl Weaving,28306,7,2021,Northeast,24760,26.1584,94.5624
Odisha,Applique Work,60903,7,2021,East,115311,20.9517,85.0985
Punjab,Bhangra,43895,7,2021,North,29473,31.1471,75.3412
Rajasthan,Blue Pottery,66980,7,2021,North,125710,27.0238,74.2179
Sikkim,Thangka Painting,72879,7,2021,Northeast,65124,27.533,88.5122
Tamil Nadu,Stone Carving,31894,7,2021,South,40780,11.1271,78.6569
Telangana,Perini Shivatandavam,48172,7,2021,South,31310,18.1124,79.0193
Tripura,Hojagiri Dance,18682,7,2021,Northeast,16651,23.9408,91.9882
Uttar Pradesh,Chikankari,52838,7,2021,North,61314,26.8467,80.9462
Uttarakhand,Choliya Dance,28720,7,2021,North,19778,30.0668,79.0193
West Bengal,Patachitra,90452,7,2021,East,115854,22.9868,87.855
Delhi,Kathak Dance,81308,7,2021,North,24705,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,57492,7,2021,North,58847,33.7782,76.5762
Lakshadweep,Lava Dance,52742,7,2021,South,51394,10.5667,72.6417
Andhra Pradesh,Budithi Brass Craft,46085,8,2021,South,138810,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,35509,8,2021,Northeast,33459,28.218,94.7278
Assam,Bihu Dance,43219,8,2021,Northeast,27699,26.2006,92.9376
Bihar,Manjusha Art,52719,8,2021,East,46056,25.0961,85.3131
Chhattisgarh,Panthi Dance,33018,8,2021,Central,16699,21.2787,81.8661
Goa,Dekni Dance,93743,8,2021,West,177344,15.2993,74.124
Gujarat,Patola Weaving,100345,8,2021,West,171677,22.2587,71.1924
Haryana,Embroidery Craft,18833,8,2021,North,17270,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,54874,8,2021,North,83384,31.1048,77.1734
Jharkhand,Dokra Metal Craft,33855,8,2021,East,22363,23.6102,85.2799
Karnataka,Bidri Ware,76218,8,2021,South,49198,15.3173,75.7139
Kerala,Kathakali,143915,8,2021,South,148146,10.8505,76.2711
Madhya Pradesh,Gond Art,44505,8,2021,Central,51858,23.4733,77.947
Maharashtra,Paithani Sarees,97943,8,2021,West,86996,19.7515,75.7139
Manipur,Longpi Pottery,18914,8,2021,Northeast,21598,24.6637,93.9063
Meghalaya,Nongkrem Dance,35294,8,2021,Northeast,69279,25.467,91.3662
Mizoram,Mizo Bamboo Dance,18046,8,2021,Northeast,16815,23.1645,92.9376
Nagaland,Naga Shawl Weaving,32888,8,2021,Northeast,20008,26.1584,94.5624
Odisha,Pattachitra,58318,8,2021,East,72088,20.9517,85.0985
Punjab,Bhangra,42215,8,2021,North,79619,31.1471,75.3412
Rajasthan,Ghoomar Dance,62413,8,2021,North,103679,27.0238,74.2179
Sikkim,Mask Dance,33069,8,2021,Northeast,32427,27.533,88.5122
Tamil Nadu,Tanjore Painting,95153,8,2021,South,208583,11.1271,78.6569
Telangana,Perini Shivatandavam,136780,8,2021,South,144922,18.1124,79.0193
Tripura,Risa Textile Weaving,44162,8,2021,Northeast,27514,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,46011,8,2021,North,67612,26.8467,80.9462
Uttarakhand,Choliya Dance,34615,8,2021,North,46179,30.0668,79.0193
West Bengal,Durga Puja Art,190715,8,2021,East,107395,22.9868,87.855
Delhi,Meenakari Craft,40214,8,2021,North,83595,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,37695,8,2021,North,62598,33.7782,76.5762
Lakshadweep,Shell Craft,49781,8,2021,South,50772,10.5667,72.6417
Andhra Pradesh,Budithi Brass Craft,63289,9,2021,South,96455,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,53931,9,2021,Northeast,44393,28.218,94.7278
Assam,Assam Silk Weaving,44833,9,2021,Northeast,75887,26.2006,92.9376
Bihar,Madhubani Painting,91604,9,2021,East,83232,25.0961,85.3131
Chhattisgarh,Panthi Dance,61365,9,2021,Central,52055,21.2787,81.8661
Goa,Goan Lacework,124663,9,2021,West,94790,15.2993,74.124
Gujarat,Garba,80099,9,2021,West,176165,22.2587,71.1924
Haryana,Charpai Weaving,44032,9,2021,North,46783,29.0588,76.0856
Himachal Pradesh,Kangra Painting,48265,9,2021,North,80818,31.1048,77.1734
Jharkhand,Dokra Metal Craft,55311,9,2021,East,70877,23.6102,85.2799
Karnataka,Bidri Ware,87344,9,2021,South,100407,15.3173,75.7139
Kerala,Kathakali,80139,9,2021,South,138172,10.8505,76.2711
Madhya Pradesh,Gond Art,64289,9,2021,Central,95138,23.4733,77.947
Maharashtra,Lavani Dance,190872,9,2021,West,136769,19.7515,75.7139
Manipur,Manipuri Dance,42488,9,2021,Northeast,57867,24.6637,93.9063
Meghalaya,Nongkrem Dance,31851,9,2021,Northeast,35146,25.467,91.3662
Mizoram,Mizo Bamboo Dance,15902,9,2021,Northeast,21476,23.1645,92.9376
Nagaland,Naga Shawl Weaving,59733,9,2021,Northeast,121402,26.1584,94.5624
Odisha,Pattachitra,60141,9,2021,East,43313,20.9517,85.0985
Punjab,Jutti Making,54015,9,2021,North,15325,31.1471,75.3412
Rajasthan,Ghoomar Dance,91076,9,2021,North,150494,27.0238,74.2179
Sikkim,Carpet Weaving,34273,9,2021,Northeast,33554,27.533,88.5122
Tamil Nadu,Tanjore Painting,132028,9,2021,South,134638,11.1271,78.6569
Telangana,Nirmal Paintings,118981,9,2021,South,130071,18.1124,79.0193
Tripura,Hojagiri Dance,22741,9,2021,Northeast,21407,23.9408,91.9882
Uttar Pradesh,Kathak Dance,55084,9,2021,North,44064,26.8467,80.9462
Uttarakhand,Choliya Dance,21036,9,2021,North,24390,30.0668,79.0193
West Bengal,Durga Puja Art,84335,9,2021,East,149031,22.9868,87.855
Delhi,Meenakari Craft,86463,9,2021,North,204069,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,46779,9,2021,North,45698,33.7782,76.5762
Lakshadweep,Parichakali,72681,9,2021,South,31275,10.5667,72.6417
Andhra Pradesh,Kuchipudi,198841,10,2021,South,261555,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,79948,10,2021,Northeast,148141,28.218,94.7278
Assam,Assam Silk Weaving,50870,10,2021,Northeast,57300,26.2006,92.9376
Bihar,Manjusha Art,99190,10,2021,East,132677,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,44105,10,2021,Central,88856,21.2787,81.8661
Goa,Dekni Dance,96914,10,2021,West,55002,15.2993,74.124
Gujarat,Rogan Art,115927,10,2021,West,98867,22.2587,71.1924
Haryana,Charpai Weaving,33444,10,2021,North,35085,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,74141,10,2021,North,90548,31.1048,77.1734
Jharkhand,Dokra Metal Craft,58648,10,2021,East,52448,23.6102,85.2799
Karnataka,Yakshagana,152920,10,2021,South,125425,15.3173,75.7139
Kerala,Aranmula Kannadi,95910,10,2021,South,148378,10.8505,76.2711
Madhya Pradesh,Gond Art,72192,10,2021,Central,101423,23.4733,77.947
Maharashtra,Paithani Sarees,105264,10,2021,West,65668,19.7515,75.7139
Manipur,Manipuri Dance,51229,10,2021,Northeast,41506,24.6637,93.9063
Meghalaya,Bamboo Craft,68111,10,2021,Northeast,96510,25.467,91.3662
Mizoram,Cheraw Dance,41719,10,2021,Northeast,88197,23.1645,92.9376
Nagaland,Wood Carving,66156,10,2021,Northeast,137912,26.1584,94.5624
Odisha,Pattachitra,131328,10,2021,East,160652,20.9517,85.0985
Punjab,Jutti Making,76765,10,2021,North,126603,31.1471,75.3412
Rajasthan,Ghoomar Dance,104452,10,2021,North,144256,27.0238,74.2179
Sikkim,Mask Dance,39818,10,2021,Northeast,65531,27.533,88.5122
Tamil Nadu,Tanjore Painting,108322,10,2021,South,252571,11.1271,78.6569
Telangana,Bidri Craft,97412,10,2021,South,183936,18.1124,79.0193
Tripura,Risa Textile Weaving,31350,10,2021,Northeast,54748,23.9408,91.9882
Uttar Pradesh,Chikankari,65955,10,2021,North,95734,26.8467,80.9462
Uttarakhand,Aipan Art,61594,10,2021,North,70257,30.0668,79.0193
West Bengal,Kantha Stitch,146826,10,2021,East,246019,22.9868,87.855
Delhi,Kathak Dance,81898,10,2021,North,106335,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,40309,10,2021,North,54941,33.7782,76.5762
Lakshadweep,Coral Craft,93835,10,2021,South,133567,10.5667,72.6417
Andhra Pradesh,Kuchipudi,145018,11,2021,South,191187,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,80308,11,2021,Northeast,85943,28.218,94.7278
Assam,Bihu Dance,45255,11,2021,Northeast,33888,26.2006,92.9376
Bihar,Madhubani Painting,69706,11,2021,East,69415,25.0961,85.3131
Chhattisgarh,Godna Art,139024,11,2021,Central,79333,21.2787,81.8661
Goa,Goan Lacework,77909,11,2021,West,183216,15.2993,74.124
Gujarat,Patola Weaving,69214,11,2021,West,146175,22.2587,71.1924
Haryana,Embroidery Craft,117451,11,2021,North,285726,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,200378,11,2021,North,168209,31.1048,77.1734
Jharkhand,Dokra Metal Craft,58110,11,2021,East,107685,23.6102,85.2799
Karnataka,Mysore Painting,102300,11,2021,South,110542,15.3173,75.7139
Kerala,Aranmula Kannadi,58958,11,2021,South,105292,10.8505,76.2711
Madhya Pradesh,Bagh Print,86504,11,2021,Central,91263,23.4733,77.947
Maharashtra,Warli Painting,160900,11,2021,West,162938,19.7515,75.7139
Manipur,Manipuri Dance,27255,11,2021,Northeast,25864,24.6637,93.9063
Meghalaya,Garo Wangala Dance,37803,11,2021,Northeast,67574,25.467,91.3662
Mizoram,Puanchei Textiles,28691,11,2021,Northeast,33543,23.1645,92.9376
Nagaland,Naga Shawl Weaving,20643,11,2021,Northeast,39742,26.1584,94.5624
Odisha,Pattachitra,86553,11,2021,East,154807,20.9517,85.0985
Punjab,Phulkari Embroidery,86300,11,2021,North,96071,31.1471,75.3412
Rajasthan,Miniature Painting,201583,11,2021,North,157320,27.0238,74.2179
Sikkim,Thangka Painting,37618,11,2021,Northeast,58282,27.533,88.5122
Tamil Nadu,Bharatanatyam,134270,11,2021,South,199681,11.1271,78.6569
Telangana,Nirmal Paintings,49760,11,2021,South,56754,18.1124,79.0193
Tripura,Risa Textile Weaving,71838,11,2021,Northeast,108445,23.9408,91.9882
Uttar Pradesh,Chikankari,86635,11,2021,North,76252,26.8467,80.9462
Uttarakhand,Choliya Dance,142000,11,2021,North,130232,30.0668,79.0193
West Bengal,Patachitra,98744,11,2021,East,124334,22.9868,87.855
Delhi,Zardozi Work,147393,11,2021,North,286169,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,85576,11,2021,North,159659,33.7782,76.5762
