state,art_form,tourist_visits,month,year,region,funding_received,latitude,longitude
Uttarakhand,Aipan Art,121083,12,2020,North,152554,30.0668,79.0193
West Bengal,Durga Puja Art,61458,12,2020,East,35518,22.9868,87.855
Delhi,Zardozi Work,88988,12,2020,North,152795,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,80177,12,2020,North,83374,33.7782,76.5762
Andhra Pradesh,Kuchipudi,130411,1,2021,South,260276,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,24101,1,2021,Northeast,40882,28.218,94.7278
Assam,Assam Silk Weaving,25869,1,2021,Northeast,12824,26.2006,92.9376
Bihar,Sujni Embroidery,64185,1,2021,East,138420,25.0961,85.3131
Chhattisgarh,Godna Art,53483,1,2021,Central,23856,21.2787,81.8661
Goa,Goan Lacework,144018,1,2021,West,349625,15.2993,74.124
Gujarat,Patola Weaving,64043,1,2021,West,51182,22.2587,71.1924
Haryana,Charpai Weaving,19903,1,2021,North,25931,29.0588,76.0856
Himachal Pradesh,Kangra Painting,37999,1,2021,North,48457,31.1048,77.1734
Jharkhand,Sohrai Painting,41346,1,2021,East,52407,23.6102,85.2799
Karnataka,Mysore Painting,136247,1,2021,South,237468,15.3173,75.7139
Kerala,Mohiniyattam,86760,1,2021,South,48557,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,70250,1,2021,Central,95724,23.4733,77.947
Maharashtra,Warli Painting,123925,1,2021,West,72993,19.7515,75.7139
Manipur,Manipuri Dance,30272,1,2021,Northeast,25516,24.6637,93.9063
Meghalaya,Garo Wangala Dance,33908,1,2021,Northeast,61481,25.467,91.3662
Mizoram,Mizo Bamboo Dance,22742,1,2021,Northeast,9408,23.1645,92.9376
Nagaland,Naga Shawl Weaving,15868,1,2021,Northeast,13579,26.1584,94.5624
Odisha,Applique Work,159648,1,2021,East,144962,20.9517,85.0985
Punjab,Bhangra,44703,1,2021,North,65087,31.1471,75.3412
Rajasthan,Ghoomar Dance,123380,1,2021,North,75361,27.0238,74.2179
Sikkim,Carpet Weaving,29316,1,2021,Northeast,50922,27.533,88.5122
Tamil Nadu,Tanjore Painting,70862,1,2021,South,59687,11.1271,78.6569
Telangana,Bidri Craft,89970,1,2021,South,159373,18.1124,79.0193
Tripura,Hojagiri Dance,37018,1,2021,Northeast,51401,23.9408,91.9882
Uttar Pradesh,Chikankari,118901,1,2021,North,199344,26.8467,80.9462
Uttarakhand,Aipan Art,44343,1,2021,North,72688,30.0668,79.0193
West Bengal,Durga Puja Art,96555,1,2021,East,139617,22.9868,87.855
Delhi,Kathak Dance,56637,1,2021,North,118469,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,65803,1,2021,North,143709,33.7782,76.5762
Andhra Pradesh,Kalamkari,95845,2,2021,South,165072,15.9129,79.74
Arunachal Pradesh,Monpa Mask,47303,2,2021,Northeast,78109,28.218,94.7278
Assam,Assam Silk Weaving,39365,2,2021,Northeast,48900,26.2006,92.9376
Bihar,Madhubani Painting,65818,2,2021,East,139814,25.0961,85.3131
Chhattisgarh,Panthi Dance,49684,2,2021,Central,79153,21.2787,81.8661
Goa,Goan Lacework,72384,2,2021,West,73472,15.2993,74.124
Gujarat,Patola Weaving,48783,2,2021,West,56105,22.2587,71.1924
Haryana,Phag Dance,39699,2,2021,North,31426,29.0588,76.0856
Himachal Pradesh,Kangra Painting,44752,2,2021,North,68640,31.1048,77.1734
Jharkhand,Dokra Metal Craft,31153,2,2021,East,68954,23.6102,85.2799
Karnataka,Yakshagana,60308,2,2021,South,34752,15.3173,75.7139
Kerala,Kathakali,178370,2,2021,South,143349,10.8505,76.2711
Madhya Pradesh,Bagh Print,43779,2,2021,Central,69434,23.4733,77.947
Maharashtra,Lavani Dance,154669,2,2021,West,94754,19.7515,75.7139
Manipur,Phanek Weaving,59258,2,2021,Northeast,78321,24.6637,93.9063
Meghalaya,Bamboo Craft,26458,2,2021,Northeast,33768,25.467,91.3662
Mizoram,Cheraw Dance,58697,2,2021,Northeast,45400,23.1645,92.9376
Nagaland,Hornbill Festival Dances,14762,2,2021,Northeast,14074,26.1584,94.5624
Odisha,Odissi Dance,66287,2,2021,East,117138,20.9517,85.0985
Punjab,Phulkari Embroidery,46571,2,2021,North,34222,31.1471,75.3412
Rajasthan,Blue Pottery,107233,2,2021,North,59416,27.0238,74.2179
Sikkim,Thangka Painting,46484,2,2021,Northeast,72427,27.533,88.5122
Tamil Nadu,Stone Carving,98746,2,2021,South,115500,11.1271,78.6569
Telangana,Perini Shivatandavam,74908,2,2021,South,58697,18.1124,79.0193
Tripura,Hojagiri Dance,42909,2,2021,Northeast,32475,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,84532,2,2021,North,146018,26.8467,80.9462
Uttarakhand,Choliya Dance,80111,2,2021,North,91475,30.0668,79.0193
West Bengal,Durga Puja Art,57471,2,2021,East,47618,22.9868,87.855
Delhi,Kathak Dance,45260,2,2021,North,37769,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,36376,2,2021,North,24255,33.7782,76.5762
Andhra Pradesh,Kalamkari,58172,3,2021,South,97870,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,81241,3,2021,Northeast,141864,28.218,94.7278
Assam,Sattriya Dance,41035,3,2021,Northeast,100391,26.2006,92.9376
Bihar,Sujni Embroidery,53419,3,2021,East,64279,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,31080,3,2021,Central,30600,21.2787,81.8661
Goa,Dekni Dance,55063,3,2021,West,39442,15.2993,74.124
Gujarat,Patola Weaving,99580,3,2021,West,139834,22.2587,71.1924
Haryana,Embroidery Craft,81715,3,2021,North,140324,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,141782,3,2021,North,101527,31.1048,77.1734
Jharkhand,Sohrai Painting,46746,3,2021,East,86530,23.6102,85.2799
Karnataka,Mysore Painting,89203,3,2021,South,72749,15.3173,75.7139
Kerala,Aranmula Kannadi,107361,3,2021,South,123270,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,79399,3,2021,Central,131285,23.4733,77.947
Maharashtra,Lavani Dance,96452,3,2021,West,64681,19.7515,75.7139
Manipur,Longpi Pottery,42965,3,2021,Northeast,65068,24.6637,93.9063
Meghalaya,Garo Wangala Dance,29721,3,2021,Northeast,18061,25.467,91.3662
Mizoram,Mizo Bamboo Dance,29186,3,2021,Northeast,23088,23.1645,92.9376
Nagaland,Naga Shawl Weaving,39164,3,2021,Northeast,54329,26.1584,94.5624
Odisha,Odissi Dance,111256,3,2021,East,52165,20.9517,85.0985
Punjab,Phulkari Embroidery,47703,3,2021,North,107770,31.1471,75.3412
Rajasthan,Blue Pottery,100952,3,2021,North,139857,27.0238,74.2179
Sikkim,Mask Dance,31588,3,2021,Northeast,53492,27.533,88.5122
Tamil Nadu,Stone Carving,99381,3,2021,South,63125,11.1271,78.6569
Telangana,Perini Shivatandavam,61177,3,2021,South,83352,18.1124,79.0193
Tripura,Hojagiri Dance,35989,3,2021,Northeast,39973,23.9408,91.9882
Uttar Pradesh,Chikankari,77872,3,2021,North,45819,26.8467,80.9462
Uttarakhand,Aipan Art,100077,3,2021,North,76607,30.0668,79.0193
West Bengal,Patachitra,74441,3,2021,East,94264,22.9868,87.855
Delhi,Meenakari Craft,124177,3,2021,North,74276,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,50345,3,2021,North,44302,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,45019,4,2021,South,85595,15.9129,79.74
Arunachal Pradesh,Thangka Paintings,42511,4,2021,Northeast,75142,28.218,94.7278
Assam,Assam Silk Weaving,88668,4,2021,Northeast,145348,26.2006,92.9376
Bihar,Madhubani Painting,43679,4,2021,East,13142,25.0961,85.3131
Chhattisgarh,Godna Art,25008,4,2021,Central,38094,21.2787,81.8661
Goa,Dekni Dance,77086,4,2021,West,172847,15.2993,74.124
Gujarat,Rogan Art,47828,4,2021,West,39021,22.2587,71.1924
Haryana,Embroidery Craft,36042,4,2021,North,45969,29.0588,76.0856
Himachal Pradesh,Kangra Painting,57253,4,2021,North,50458,31.1048,77.1734
Jharkhand,Sohrai Painting,46199,4,2021,East,20458,23.6102,85.2799
Karnataka,Bidri Ware,49741,4,2021,South,74387,15.3173,75.7139
Kerala,Mohiniyattam,72766,4,2021,South,54348,10.8505,76.2711
Madhya Pradesh,Bagh Print,26388,4,2021,Central,24009,23.4733,77.947
Maharashtra,Lavani Dance,87212,4,2021,West,137348,19.7515,75.7139
Manipur,Manipuri Dance,80475,4,2021,Northeast,140139,24.6637,93.9063
Meghalaya,Garo Wangala Dance,136189,4,2021,Northeast,206895,25.467,91.3662
Mizoram,Mizo Bamboo Dance,60054,4,2021,Northeast,73781,23.1645,92.9376
Nagaland,Hornbill Festival Dances,66062,4,2021,Northeast,88047,26.1584,94.5624
Odisha,Applique Work,57489,4,2021,East,69253,20.9517,85.0985
Punjab,Bhangra,145097,4,2021,North,153620,31.1471,75.3412
Rajasthan,Miniature Painting,118825,4,2021,North,234902,27.0238,74.2179
Sikkim,Carpet Weaving,93671,4,2021,Northeast,233711,27.533,88.5122
Tamil Nadu,Tanjore Painting,107523,4,2021,South,175411,11.1271,78.6569
Telangana,Nirmal Paintings,62828,4,2021,South,41500,18.1124,79.0193
Tripura,Risa Textile Weaving,153996,4,2021,Northeast,99645,23.9408,91.9882
Uttar Pradesh,Chikankari,177347,4,2021,North,95920,26.8467,80.9462
Uttarakhand,Choliya Dance,58651,4,2021,North,95886,30.0668,79.0193
West Bengal,Patachitra,88604,4,2021,East,109068,22.9868,87.855
Delhi,Kathak Dance,92986,4,2021,North,169468,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,40622,4,2021,North,69006,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,44995,5,2021,South,98051,15.9129,79.74
Arunachal Pradesh,Monpa Mask,111333,5,2021,Northeast,67601,28.218,94.7278
Assam,Assam Silk Weaving,78296,5,2021,Northeast,156584,26.2006,92.9376
Bihar,Manjusha Art,27106,5,2021,East,48288,25.0961,85.3131
Chhattisgarh,Godna Art,25693,5,2021,Central,19488,21.2787,81.8661
Goa,Dekni Dance,34893,5,2021,West,20976,15.2993,74.124
Gujarat,Patola Weaving,58517,5,2021,West,48219,22.2587,71.1924
Haryana,Embroidery Craft,76594,5,2021,North,77785,29.0588,76.0856
Himachal Pradesh,Chamba Rumal,70705,5,2021,North,103899,31.1048,77.1734
Jharkhand,Dokra Metal Craft,37783,5,2021,East,29423,23.6102,85.2799
Karnataka,Mysore Painting,60871,5,2021,South,153709,15.3173,75.7139
Kerala,Kathakali,81921,5,2021,South,102940,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,32805,5,2021,Central,43566,23.4733,77.947
Maharashtra,Warli Painting,31010,5,2021,West,44614,19.7515,75.7139
Manipur,Longpi Pottery,54089,5,2021,Northeast,76679,24.6637,93.9063
Meghalaya,Bamboo Craft,35442,5,2021,Northeast,34450,25.467,91.3662
Mizoram,Cheraw Dance,53605,5,2021,Northeast,50941,23.1645,92.9376
Nagaland,Naga Shawl Weaving,20966,5,2021,Northeast,22199,26.1584,94.5624
Odisha,Odissi Dance,58892,5,2021,East,57007,20.9517,85.0985
Punjab,Phulkari Embroidery,127327,5,2021,North,243305,31.1471,75.3412
Rajasthan,Miniature Painting,123863,5,2021,North,69175,27.0238,74.2179
Sikkim,Thangka Painting,82864,5,2021,Northeast,99899,27.533,88.5122
Tamil Nadu,Tanjore Painting,47113,5,2021,South,37970,11.1271,78.6569
Telangana,Perini Shivatandavam,32177,5,2021,South,37563,18.1124,79.0193
Tripura,Hojagiri Dance,117907,5,2021,Northeast,100363,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,78543,5,2021,North,53096,26.8467,80.9462
Uttarakhand,Ringal Craft,64339,5,2021,North,63532,30.0668,79.0193
West Bengal,Kantha Stitch,74087,5,2021,East,86306,22.9868,87.855
Delhi,Zardozi Work,99637,5,2021,North,170918,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,110084,5,2021,North,185524,33.7782,76.5762
Andhra Pradesh,Kuchipudi,22516,6,2021,South,11763,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,130745,6,2021,Northeast,150623,28.218,94.7278
Assam,Bihu Dance,123662,6,2021,Northeast,163017,26.2006,92.9376
Bihar,Sujni Embroidery,34292,6,2021,East,73055,25.0961,85.3131
Chhattisgarh,Godna Art,12772,6,2021,Central,11602,21.2787,81.8661
Goa,Fugdi Dance,64241,6,2021,West,48272,15.2993,74.124
Gujarat,Patola Weaving,54246,6,2021,West,52620,22.2587,71.1924
Haryana,Embroidery Craft,68790,6,2021,North,96083,29.0588,76.0856
Himachal Pradesh,Kangra Painting,71226,6,2021,North,72611,31.1048,77.1734
Jharkhand,Dokra Metal Craft,13894,6,2021,East,20945,23.6102,85.2799
Karnataka,Yakshagana,76332,6,2021,South,97812,15.3173,75.7139
Kerala,Aranmula Kannadi,106110,6,2021,South,79119,10.8505,76.2711
Madhya Pradesh,Bagh Print,22134,6,2021,Central,24808,23.4733,77.947
Maharashtra,Warli Painting,68263,6,2021,West,67071,19.7515,75.7139
Manipur,Longpi Pottery,50439,6,2021,Northeast,34260,24.6637,93.9063
Meghalaya,Garo Wangala Dance,70206,6,2021,Northeast,39145,25.467,91.3662
Mizoram,Mizo Bamboo Dance,70122,6,2021,Northeast,140676,23.1645,92.9376
Nagaland,Wood Carving,47854,6,2021,Northeast,68799,26.1584,94.5624
Odisha,Pattachitra,54422,6,2021,East,78853,20.9517,85.0985
Punjab,Bhangra,64196,6,2021,North,70324,31.1471,75.3412
Rajasthan,Ghoomar Dance,101523,6,2021,North,126942,27.0238,74.2179
Sikkim,Thangka Painting,77512,6,2021,Northeast,94779,27.533,88.5122
Tamil Nadu,Bharatanatyam,55584,6,2021,South,47128,11.1271,78.6569
Telangana,Bidri Craft,81928,6,2021,South,138845,18.1124,79.0193
Tripura,Hojagiri Dance,32811,6,2021,Northeast,72342,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,175617,6,2021,North,313427,26.8467,80.9462
Uttarakhand,Aipan Art,93475,6,2021,North,169950,30.0668,79.0193
West Bengal,Kantha Stitch,57230,6,2021,East,70806,22.9868,87.855
Delhi,Kathak Dance,100348,6,2021,North,72585,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,84167,6,2021,North,88239,33.7782,76.5762
Andhra Pradesh,Kuchipudi,55464,7,2021,South,70066,15.9129,79.74
Arunachal Pradesh,Monpa Mask,23423,7,2021,Northeast,35080,28.218,94.7278
Assam,Bihu Dance,53595,7,2021,Northeast,90469,26.2006,92.9376
Bihar,Manjusha Art,54440,7,2021,East,74859,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,31190,7,2021,Central,67513,21.2787,81.8661
Goa,Goan Lacework,80119,7,2021,West,50069,15.2993,74.124
Gujarat,Rogan Art,27359,7,2021,West,56134,22.2587,71.1924
Haryana,Phag Dance,21111,7,2021,North,11352,29.0588,76.0856
Himachal Pradesh,Kangra Painting,70037,7,2021,North,65226,31.1048,77.1734
Jharkhand,Chhau Dance,44742,7,2021,East,49520,23.6102,85.2799
Karnataka,Mysore Painting,83105,7,2021,South,150114,15.3173,75.7139
Kerala,Kathakali,104429,7,2021,South,149479,10.8505,76.2711
Madhya Pradesh,Gond Art,53258,7,2021,Central,65517,23.4733,77.947
Maharashtra,Lavani Dance,58334,7,2021,West,68302,19.7515,75.7139
Manipur,Manipuri Dance,50865,7,2021,Northeast,98996,24.6637,93.9063
Meghalaya,Bamboo Craft,34587,7,2021,Northeast,59319,25.467,91.3662
Mizoram,Puanchei Textiles,36575,7,2021,Northeast,25011,23.1645,92.9376
Nagaland,Naga Shawl Weaving,34947,7,2021,Northeast,28659,26.1584,94.5624
Odisha,Pattachitra,49108,7,2021,East,20467,20.9517,85.0985
Punjab,Jutti Making,40125,7,2021,North,64433,31.1471,75.3412
Rajasthan,Blue Pottery,109745,7,2021,North,104012,27.0238,74.2179
Sikkim,Carpet Weaving,36902,7,2021,Northeast,14806,27.533,88.5122
Tamil Nadu,Bharatanatyam,67821,7,2021,South,66847,11.1271,78.6569
Telangana,Perini Shivatandavam,47566,7,2021,South,69401,18.1124,79.0193
Tripura,Risa Textile Weaving,49230,7,2021,Northeast,77428,23.9408,91.9882
Uttar Pradesh,Chikankari,30711,7,2021,North,54245,26.8467,80.9462
Uttarakhand,Aipan Art,105535,7,2021,North,87256,30.0668,79.0193
West Bengal,Kantha Stitch,156315,7,2021,East,292441,22.9868,87.855
Delhi,Zardozi Work,96021,7,2021,North,124648,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,57780,7,2021,North,70046,33.7782,76.5762
Andhra Pradesh,Kalamkari,40088,8,2021,South,45308,15.9129,79.74
Arunachal Pradesh,Monpa Mask,22652,8,2021,Northeast,13250,28.218,94.7278
Assam,Bihu Dance,35317,8,2021,Northeast,41325,26.2006,92.9376
Bihar,Sujni Embroidery,43614,8,2021,East,29719,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,59774,8,2021,Central,52338,21.2787,81.8661
Goa,Fugdi Dance,73634,8,2021,West,74940,15.2993,74.124
Gujarat,Patola Weaving,104022,8,2021,West,62385,22.2587,71.1924
Haryana,Embroidery Craft,37114,8,2021,North,35143,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,45971,8,2021,North,85146,31.1048,77.1734
Jharkhand,Sohrai Painting,57110,8,2021,East,73627,23.6102,85.2799
Karnataka,Bidri Ware,40062,8,2021,South,47004,15.3173,75.7139
Kerala,Kathakali,45094,8,2021,South,36336,10.8505,76.2711
Madhya Pradesh,Gond Art,73084,8,2021,Central,59764,23.4733,77.947
Maharashtra,Paithani Sarees,48632,8,2021,West,77059,19.7515,75.7139
Manipur,Manipuri Dance,35280,8,2021,Northeast,62183,24.6637,93.9063
Meghalaya,Bamboo Craft,33717,8,2021,Northeast,51972,25.467,91.3662
Mizoram,Cheraw Dance,27297,8,2021,Northeast,25602,23.1645,92.9376
Nagaland,Naga Shawl Weaving,38748,8,2021,Northeast,50330,26.1584,94.5624
Odisha,Pattachitra,82969,8,2021,East,106105,20.9517,85.0985
Punjab,Phulkari Embroidery,48086,8,2021,North,95397,31.1471,75.3412
Rajasthan,Miniature Painting,76850,8,2021,North,111832,27.0238,74.2179
Sikkim,Carpet Weaving,35029,8,2021,Northeast,28083,27.533,88.5122
Tamil Nadu,Stone Carving,105090,8,2021,South,200759,11.1271,78.6569
Telangana,Perini Shivatandavam,124437,8,2021,South,157594,18.1124,79.0193
Tripura,Risa Textile Weaving,32148,8,2021,Northeast,18578,23.9408,91.9882
Uttar Pradesh,Kathak Dance,46708,8,2021,North,82335,26.8467,80.9462
Uttarakhand,Aipan Art,44919,8,2021,North,24101,30.0668,79.0193
West Bengal,Patachitra,75166,8,2021,East,158158,22.9868,87.855
Delhi,Meenakari Craft,48505,8,2021,North,81501,28.7041,77.1025
Jammu and Kashmir,Rauf Dance,36164,8,2021,North,66051,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,106792,9,2021,South,115703,15.9129,79.74
Arunachal Pradesh,Monpa Mask,34853,9,2021,Northeast,16180,28.218,94.7278
Assam,Bihu Dance,34904,9,2021,Northeast,66359,26.2006,92.9376
Bihar,Sujni Embroidery,97355,9,2021,East,112490,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,37434,9,2021,Central,43588,21.2787,81.8661
Goa,Fugdi Dance,169329,9,2021,West,420547,15.2993,74.124
Gujarat,Garba,85958,9,2021,West,64433,22.2587,71.1924
Haryana,Embroidery Craft,47580,9,2021,North,32848,29.0588,76.0856
Himachal Pradesh,Kangra Painting,80363,9,2021,North,88147,31.1048,77.1734
Jharkhand,Chhau Dance,32303,9,2021,East,47751,23.6102,85.2799
Karnataka,Mysore Painting,204984,9,2021,South,316538,15.3173,75.7139
Kerala,Kathakali,147815,9,2021,South,84967,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,31113,9,2021,Central,43467,23.4733,77.947
Maharashtra,Paithani Sarees,147707,9,2021,West,209288,19.7515,75.7139
Manipur,Phanek Weaving,33491,9,2021,Northeast,40259,24.6637,93.9063
Meghalaya,Nongkrem Dance,24907,9,2021,Northeast,48264,25.467,91.3662
Mizoram,Mizo Bamboo Dance,19376,9,2021,Northeast,24036,23.1645,92.9376
Nagaland,Hornbill Festival Dances,57029,9,2021,Northeast,84835,26.1584,94.5624
Odisha,Applique Work,158871,9,2021,East,159034,20.9517,85.0985
Punjab,Jutti Making,58312,9,2021,North,148355,31.1471,75.3412
Rajasthan,Miniature Painting,55196,9,2021,North,85562,27.0238,74.2179
Sikkim,Thangka Painting,67987,9,2021,Northeast,111692,27.533,88.5122
Tamil Nadu,Stone Carving,90108,9,2021,South,116287,11.1271,78.6569
Telangana,Perini Shivatandavam,91603,9,2021,South,67642,18.1124,79.0193
Tripura,Risa Textile Weaving,42885,9,2021,Northeast,32874,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,119054,9,2021,North,184107,26.8467,80.9462
Uttarakhand,Choliya Dance,67559,9,2021,North,74485,30.0668,79.0193
West Bengal,Durga Puja Art,103543,9,2021,East,158895,22.9868,87.855
Delhi,Zardozi Work,84629,9,2021,North,126984,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,55650,9,2021,North,95418,33.7782,76.5762
Andhra Pradesh,Budithi Brass Craft,84307,10,2021,South,141890,15.9129,79.74
Arunachal Pradesh,Monpa Mask,46674,10,2021,Northeast,84222,28.218,94.7278
Assam,Bihu Dance,104390,10,2021,Northeast,140873,26.2006,92.9376
Bihar,Manjusha Art,31621,10,2021,East,30419,25.0961,85.3131
Chhattisgarh,Panthi Dance,68104,10,2021,Central,43767,21.2787,81.8661
Goa,Goan Lacework,135341,10,2021,West,151575,15.2993,74.124
Gujarat,Patola Weaving,92759,10,2021,West,150778,22.2587,71.1924
Haryana,Phag Dance,78845,10,2021,North,139374,29.0588,76.0856
Himachal Pradesh,Kangra Painting,95857,10,2021,North,168689,31.1048,77.1734
Jharkhand,Chhau Dance,67104,10,2021,East,77063,23.6102,85.2799
Karnataka,Bidri Ware,91137,10,2021,South,123829,15.3173,75.7139
Kerala,Kathakali,151127,10,2021,South,132335,10.8505,76.2711
Madhya Pradesh,Gond Art,140412,10,2021,Central,171217,23.4733,77.947
Maharashtra,Warli Painting,107116,10,2021,West,223219,19.7515,75.7139
Manipur,Phanek Weaving,39896,10,2021,Northeast,27256,24.6637,93.9063
Meghalaya,Bamboo Craft,48926,10,2021,Northeast,53555,25.467,91.3662
Mizoram,Mizo Bamboo Dance,33038,10,2021,Northeast,37980,23.1645,92.9376
Nagaland,Naga Shawl Weaving,57140,10,2021,Northeast,43947,26.1584,94.5624
Odisha,Pattachitra,81507,10,2021,East,182618,20.9517,85.0985
Punjab,Phulkari Embroidery,65915,10,2021,North,100199,31.1471,75.3412
Rajasthan,Blue Pottery,54071,10,2021,North,66409,27.0238,74.2179
Sikkim,Mask Dance,61395,10,2021,Northeast,40250,27.533,88.5122
Tamil Nadu,Tanjore Painting,228124,10,2021,South,135895,11.1271,78.6569
Telangana,Nirmal Paintings,160874,10,2021,South,92096,18.1124,79.0193
Tripura,Risa Textile Weaving,44486,10,2021,Northeast,39502,23.9408,91.9882
Uttar Pradesh,Chikankari,74089,10,2021,North,135784,26.8467,80.9462
Uttarakhand,Aipan Art,60265,10,2021,North,149916,30.0668,79.0193
West Bengal,Kantha Stitch,172724,10,2021,East,264315,22.9868,87.855
Delhi,Kathak Dance,91862,10,2021,North,84776,28.7041,77.1025
Jammu and Kashmir,Walnut Wood Carving,47057,10,2021,North,62727,33.7782,76.5762
Andhra Pradesh,Kalamkari,120190,11,2021,South,225100,15.9129,79.74
Arunachal Pradesh,Wancho Wood Carving,42710,11,2021,Northeast,55540,28.218,94.7278
Assam,Sattriya Dance,56997,11,2021,Northeast,58277,26.2006,92.9376
Bihar,Manjusha Art,85160,11,2021,East,149128,25.0961,85.3131
Chhattisgarh,Godna Art,77135,11,2021,Central,78228,21.2787,81.8661
Goa,Dekni Dance,99999,11,2021,West,204020,15.2993,74.124
Gujarat,Rogan Art,127904,11,2021,West,36836,22.2587,71.1924
Haryana,Charpai Weaving,44352,11,2021,North,40978,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,134565,11,2021,North,159225,31.1048,77.1734
Jharkhand,Sohrai Painting,58734,11,2021,East,74765,23.6102,85.2799
Karnataka,Mysore Painting,166185,11,2021,South,136505,15.3173,75.7139
Kerala,Aranmula Kannadi,91045,11,2021,South,94660,10.8505,76.2711
Madhya Pradesh,Gond Art,103493,11,2021,Central,102704,23.4733,77.947
Maharashtra,Lavani Dance,99395,11,2021,West,225053,19.7515,75.7139
Manipur,Phanek Weaving,49489,11,2021,Northeast,51855,24.6637,93.9063
Meghalaya,Garo Wangala Dance,66209,11,2021,Northeast,114378,25.467,91.3662
Mizoram,Puanchei Textiles,40601,11,2021,Northeast,66376,23.1645,92.9376
Nagaland,Naga Shawl Weaving,27315,11,2021,Northeast,13523,26.1584,94.5624
Odisha,Applique Work,93703,11,2021,East,67588,20.9517,85.0985
Punjab,Phulkari Embroidery,58487,11,2021,North,101080,31.1471,75.3412
Rajasthan,Blue Pottery,149064,11,2021,North,95627,27.0238,74.2179
Sikkim,Mask Dance,18269,11,2021,Northeast,33572,27.533,88.5122
Tamil Nadu,Tanjore Painting,110533,11,2021,South,108943,11.1271,78.6569
Telangana,Bidri Craft,77043,11,2021,South,92987,18.1124,79.0193
Tripura,Hojagiri Dance,58754,11,2021,Northeast,106005,23.9408,91.9882
Uttar Pradesh,Lucknow Zardozi,74464,11,2021,North,70829,26.8467,80.9462
Uttarakhand,Aipan Art,98611,11,2021,North,87632,30.0668,79.0193
West Bengal,Patachitra,94040,11,2021,East,128590,22.9868,87.855
Delhi,Kathak Dance,66951,11,2021,North,52590,28.7041,77.1025
Jammu and Kashmir,Pashmina Weaving,55784,11,2021,North,85923,33.7782,76.5762
Andhra Pradesh,Kuchipudi,98891,12,2021,South,130777,15.9129,79.74
Arunachal Pradesh,Monpa Mask,70767,12,2021,Northeast,47382,28.218,94.7278
Assam,Sattriya Dance,79371,12,2021,Northeast,97123,26.2006,92.9376
Bihar,Sujni Embroidery,98528,12,2021,East,85207,25.0961,85.3131
Chhattisgarh,Bell Metal Craft,60275,12,2021,Central,58296,21.2787,81.8661
Goa,Fugdi Dance,115997,12,2021,West,93639,15.2993,74.124
Gujarat,Garba,57677,12,2021,West,31032,22.2587,71.1924
Haryana,Phag Dance,115581,12,2021,North,98016,29.0588,76.0856
Himachal Pradesh,Kullu Shawl Weaving,142509,12,2021,North,155954,31.1048,77.1734
Jharkhand,Dokra Metal Craft,53821,12,2021,East,102701,23.6102,85.2799
Karnataka,Mysore Painting,179885,12,2021,South,282773,15.3173,75.7139
Kerala,Kathakali,136477,12,2021,South,157914,10.8505,76.2711
Madhya Pradesh,Chanderi Weaving,156537,12,2021,Central,317977,23.4733,77.947
Maharashtra,Paithani Sarees,213440,12,2021,West,349826,19.7515,75.7139
Manipur,Manipuri Dance,38062,12,2021,Northeast,61830,24.6637,93.9063
Meghalaya,Garo Wangala Dance,39271,12,2021,Northeast,38302,25.467,91.3662
Mizoram,Puanchei Textiles,10986,12,2021,Northeast,12937,23.1645,92.9376
Nagaland,Naga Shawl Weaving,21504,12,2021,Northeast,35211,26.1584,94.5624
Odisha,Pattachitra,67856,12,2021,East,79574,20.9517,85.0985
Punjab,Phulkari Embroidery,87617,12,2021,North,78924,31.1471,75.3412
Rajasthan,Miniature Painting,151989,12,2021,North,156138,27.0238,74.2179
Sikkim,Thangka Painting,43112,12,2021,Northeast,79765,27.533,88.5122
